Date,Close
12/1/2003,10.91513016
12/2/2003,11.01347844
12/3/2003,10.95176368
12/4/2003,10.88664284
12/5/2003,10.9430906
12/8/2003,10.969968
12/9/2003,10.96062195
12/10/2003,10.91886356
12/11/2003,10.97356
12/12/2003,11.011572
12/15/2003,10.9559
12/16/2003,10.9634995
12/17/2003,10.97223
12/18/2003,10.965977
12/19/2003,10.81107586
12/22/2003,10.95718
12/23/2003,10.958948
12/24/2003,10.967569
12/25/2003,10.964045
12/29/2003,10.995761
12/30/2003,10.991172
12/31/2003,11.000164
1/1/2004,10.991424
1/2/2004,10.80073255
1/5/2004,11.06057484
1/6/2004,10.98433512
1/7/2004,10.99558007
1/8/2004,11.0385157
1/9/2004,10.8484101
1/12/2004,10.94671936
1/13/2004,11.05573104
1/14/2004,10.96915748
1/15/2004,10.92060604
1/16/2004,10.942136
1/19/2004,10.92975
1/20/2004,10.82353968
1/21/2004,11.00898
1/22/2004,11.06727
1/23/2004,10.94637159
1/26/2004,10.9366082
1/27/2004,11.05021143
1/28/2004,10.918808
1/29/2004,10.942092
1/30/2004,10.83954378
2/2/2004,10.949949
2/3/2004,10.97688102
2/4/2004,10.99457385
2/5/2004,10.9977632
2/6/2004,10.8505782
2/9/2004,11.01455956
2/10/2004,10.9863535
2/11/2004,11.056874
2/12/2004,11.05024635
2/13/2004,10.81467723
2/16/2004,11.0655996
2/17/2004,11.14885176
2/18/2004,10.91089062
2/19/2004,11.04021724
2/20/2004,10.77377802
2/23/2004,10.9851744
2/24/2004,10.99775613
2/25/2004,10.778375
2/26/2004,10.94249863
2/27/2004,11.01667179
3/1/2004,10.95243537
3/2/2004,10.91721
3/3/2004,10.91999646
3/4/2004,10.95051951
3/5/2004,10.76409321
3/8/2004,11.01654
3/9/2004,10.848634
3/10/2004,10.927505
3/11/2004,11.0703202
3/12/2004,10.91902059
3/15/2004,10.9486316
3/16/2004,10.885104
3/17/2004,10.915139
3/18/2004,10.9601933
3/19/2004,10.72991092
3/22/2004,10.9325436
